id,last_scraped,host_id,latitude,longitude,accommodates,bedrooms,price
17717882,3/6/19,64974187,34.05046,-118.30766,5,2,199.00
17718215,3/6/19,1454964,34.04316,-118.26121,8,2,399.00
17718974,3/7/19,120796234,34.08588,-118.27331,2,1,89.00
17720095,3/7/19,120809890,34.06635,-118.31717,4,1,169.00
17720138,3/7/19,20867240,34.04111,-118.34854,2,1,79.00
17720144,3/6/19,24985047,33.9952,-118.47904,1,1,65.00
17720469,3/7/19,119131148,33.84204,-118.17273,2,1,50.00
17720960,3/6/19,72009130,33.98004,-118.4625,6,2,162.00
17721005,3/7/19,17846616,34.15937,-118.44303,4,1,95.00
17721243,3/7/19,25698939,34.03958,-118.42891,1,1,50.00
17721493,3/7/19,23118355,33.99795,-118.46446,2,1,123.00
17723336,3/7/19,78130006,34.06819,-118.13362,3,1,60.00
17723516,3/7/19,78130006,34.06964,-118.13481,3,1,70.00
17724001,3/7/19,120415707,34.04286,-118.36281,1,1,69.00
17730737,3/7/19,3234883,33.99315,-118.46285,2,1,149.00
17731367,3/7/19,45324825,34.11913,-118.31671,3,1,57.00
17731452,3/7/19,72027622,34.07293,-118.46382,2,1,100.00
17732415,3/7/19,120918263,34.02222,-118.50477,4,2,285.00
17732443,3/7/19,35491973,34.04021,-118.34053,4,2,179.00
17732714,3/7/19,58360256,34.00797,-118.4866,2,1,130.00
17734044,3/7/19,5176196,34.07837,-118.25902,2,1,122.00
17734511,3/6/19,606278,33.97732,-118.46338,3,1,139.00
17734934,3/7/19,29643876,34.0435,-118.2456,16,1,99.00
17734944,3/6/19,32162944,34.10242,-118.34875,4,1,99.00
17734985,3/7/19,48477918,34.00802,-118.45267,6,4,850.00
17735250,3/7/19,69237144,34.19705,-118.44526,4,2,135.00
17735281,3/7/19,31533086,34.07942,-118.21149,6,1,39.00
17735663,3/6/19,29112409,33.76686,-118.18505,10,3,350.00
17735801,3/7/19,44789212,34.09932,-118.34259,4,1,140.00
17735928,3/7/19,98053010,34.02605,-118.20954,10,2,160.00
17736019,3/7/19,34414110,34.00858,-118.28695,4,1,42.00
17736846,3/7/19,8363612,34.06941,-118.34599,3,1,175.00
17737463,3/7/19,34593629,34.0295,-118.48033,2,2,289.00
17737790,3/7/19,29643876,34.04508,-118.24681,16,1,119.00
17737806,3/6/19,3271383,33.99444,-118.45955,7,4,450.00
17738560,3/7/19,78694263,34.08177,-118.08763,6,1,59.00
17738855,3/6/19,6489564,33.8494,-118.11823,1,1,100.00
17739289,3/7/19,5971687,34.06477,-118.12548,2,1,39.00
17739410,3/7/19,120298130,33.99182,-117.89479,1,1,35.00
17743819,3/7/19,35009135,33.97314,-118.42393,6,3,350.00
17746557,3/7/19,121068659,33.99982,-118.43149,4,2,218.00
17746766,3/7/19,121070213,34.6698,-118.06959,2,1,40.00
17747008,3/7/19,81542321,34.14991,-118.01402,6,3,198.00
17747623,3/7/19,121078063,34.17491,-118.58369,2,0,95.00
17747697,3/7/19,121080342,34.0379,-118.37754,2,1,52.00
17747839,3/6/19,120948137,33.97424,-118.33056,1,1,25.00
17748171,3/6/19,63268243,34.05862,-118.37854,4,2,120.00
17749444,3/7/19,121097641,34.09237,-118.26093,2,0,145.00
17749693,3/6/19,102916515,34.05914,-118.11845,7,4,180.00
17749800,3/6/19,106954113,34.09669,-118.34751,6,2,3600.00
17749911,3/7/19,21093028,34.13094,-118.34008,10,4,842.00
17749969,3/7/19,99284916,33.81503,-118.27608,5,1,99.00
17750023,3/7/19,100799215,34.01014,-118.35222,2,1,85.00
17750114,3/7/19,121105916,34.03029,-118.49744,4,1,200.00
17750203,3/7/19,47525378,34.08656,-118.30677,2,1,40.00
17750982,3/6/19,48969399,34.01189,-118.34697,1,1,40.00
17751201,3/7/19,120746193,34.08535,-118.27329,6,2,250.00
17751415,3/7/19,41635944,34.00931,-118.46178,2,0,99.00
17751466,3/6/19,20632890,34.05224,-118.46937,2,1,65.00
17752034,3/7/19,70864366,33.985,-118.43001,3,1,99.00
17753069,3/7/19,121140546,33.89583,-118.36162,4,2,135.00
17753592,3/7/19,240265,34.11063,-118.28788,2,1,100.00
17753953,3/7/19,38884077,34.00486,-117.97698,2,1,35.00
17755473,3/7/19,82397723,34.10025,-118.31025,5,2,199.00
17759385,3/7/19,37078469,34.11813,-118.17478,1,1,32.00
17761581,3/7/19,51858044,33.77737,-118.13369,4,1,100.00
17761703,3/6/19,109942155,34.10121,-118.31934,1,1,150.00
17761950,3/7/19,100993014,33.90031,-118.30256,2,1,35.00
17762053,3/7/19,68418019,34.0219,-118.44114,3,1,160.00
17762513,3/7/19,50027724,34.2058,-118.38895,4,1,90.00
17762861,3/7/19,68958382,34.08568,-118.33109,2,0,95.00
17762921,3/7/19,45077463,34.04346,-118.34356,3,2,119.00
17763066,3/7/19,114262586,34.11789,-118.02045,2,1,38.00
17763234,3/7/19,48101103,33.7745,-118.16694,2,1,75.00
17763283,3/7/19,50287939,34.09285,-118.24877,4,2,200.00
17763546,3/7/19,5425676,34.08846,-118.3363,4,3,242.00
17764860,3/6/19,26325930,34.09109,-118.2824,2,0,65.00
17765242,3/7/19,121256715,34.25762,-118.29456,4,2,69.00
17765283,3/7/19,121254009,34.00938,-118.40417,4,3,200.00
17765516,3/7/19,121260704,34.14399,-118.46196,3,2,225.00
17765677,3/7/19,13856090,34.04213,-118.3432,11,3,179.00
17765870,3/7/19,269713,33.99881,-118.47438,2,1,110.00
17766314,3/7/19,2558800,34.04765,-118.24914,4,1,99.00
17774266,3/6/19,121351897,33.96563,-117.91316,2,1,55.00
17776727,3/7/19,50027724,34.20648,-118.38903,2,1,60.00
17776868,3/6/19,36895248,33.98098,-118.46428,10,4,1200.00
17777050,3/7/19,121383832,33.84212,-118.38188,2,1,74.00
17777155,3/6/19,45117445,34.01748,-118.49977,2,0,149.00
17777174,3/6/19,37742466,34.08183,-118.37127,2,1,54.00
17777501,3/7/19,93557132,34.096,-118.33756,2,1,110.00
17777521,3/7/19,108021251,34.03521,-118.53012,5,1,288.00
17778026,3/7/19,103626424,34.17658,-118.33734,2,1,50.00
17778277,3/7/19,17475288,34.05716,-118.41413,5,3,2000.00
17778521,3/7/19,13278713,34.16028,-118.60778,1,1,155.00
17779833,3/6/19,26860,33.98709,-118.46416,16,1,60.00
17782178,3/6/19,92018703,33.98208,-118.34595,2,1,55.00
17787445,3/7/19,80084882,34.09948,-118.25894,2,1,46.00
17788442,3/7/19,61848390,34.0094,-118.48448,2,1,130.00
17788570,3/7/19,121508801,34.0699,-118.214,5,1,62.00
17790927,3/7/19,100314726,34.09647,-118.35885,4,1,150.00
17791524,3/7/19,112019763,33.83593,-118.38846,2,1,180.00
17792129,3/7/19,82357334,34.04272,-118.37754,2,1,42.00
17792460,3/7/19,99130631,34.10154,-118.39955,12,7,1900.00
17793485,3/7/19,84963512,34.10312,-118.33928,6,2,339.00
17794240,3/7/19,15789760,33.9838,-118.46121,2,1,95.00
17794278,3/7/19,90346340,33.91609,-118.36781,2,1,50.00
17795402,3/7/19,9111869,34.03702,-118.32101,2,0,75.00
17795692,3/7/19,25399650,34.07167,-118.25442,3,2,140.00
17795797,3/7/19,121597154,33.99397,-118.42222,4,0,130.00
17797420,3/7/19,8763731,33.71385,-118.30711,4,2,205.00
17798943,3/6/19,112198050,34.06927,-118.15439,4,1,79.00
17807101,3/7/19,7512393,34.04065,-118.33869,10,3,110.00
17807111,3/7/19,2454627,34.05975,-118.26216,4,1,85.00
17807219,3/6/19,121700351,34.0624,-118.34924,2,0,51.00
17807299,3/6/19,58243169,33.99567,-118.4657,4,1,150.00
17807327,3/7/19,121700442,34.09613,-118.34084,3,1,89.00
17808292,3/7/19,18139226,34.10038,-118.31795,2,1,99.00
17808327,3/7/19,82663133,33.98978,-117.85633,2,1,30.00
17808765,3/7/19,50259142,34.13153,-118.35406,8,0,135.00
17808966,3/6/19,105473629,34.04542,-118.24973,2,0,120.00
17809067,3/7/19,58243169,33.99388,-118.46739,4,2,220.00
17809653,3/7/19,101537031,34.1026,-118.34134,2,0,79.00
17810173,3/7/19,9835896,34.0001,-118.41495,3,1,90.00
17810876,3/7/19,9872749,34.1045,-118.38902,10,5,4999.00
17810922,3/7/19,21611727,34.09356,-117.7245,2,1,79.00
17811019,3/7/19,28812984,34.00589,-118.45285,2,1,89.00
17811121,3/7/19,1015393,34.00532,-118.45346,2,1,89.00
17811587,3/7/19,44308412,34.0365,-118.32741,2,0,70.00
17811691,3/7/19,10113909,34.11075,-118.19108,4,0,100.00
17811909,3/7/19,103997766,34.06725,-118.3491,8,2,125.00
17812279,3/6/19,29065360,34.04236,-118.26161,6,2,449.00
17812327,3/7/19,121753251,34.03551,-118.38331,2,0,115.00
17812564,3/7/19,22336066,34.03254,-118.38084,4,0,300.00
17813257,3/7/19,82663133,33.99149,-117.85625,4,1,58.00
17813303,3/7/19,3211193,34.16908,-118.3202,2,1,95.00
17813607,3/7/19,105762320,34.04852,-118.43126,2,1,140.00
17814843,3/7/19,17063035,34.0341,-118.31823,2,1,77.00
17814923,3/7/19,75733732,34.07133,-118.12365,2,1,50.00
17816098,3/7/19,55312663,34.10079,-118.34273,4,2,145.00
17816759,3/7/19,551786,34.09892,-118.34434,2,1,95.00
17823535,3/7/19,46900585,34.12701,-118.06596,4,2,90.00
17824136,3/7/19,27022321,34.1265,-118.22144,4,2,125.00
17824258,3/6/19,34473126,34.07362,-118.32562,5,3,200.00
17825483,3/7/19,48259587,33.93645,-118.27864,4,1,31.00
17826447,3/6/19,121885558,34.02528,-118.41523,4,0,85.00
17826702,3/7/19,48709189,34.12324,-118.20595,2,1,55.00
17827301,3/6/19,1096690,33.98081,-118.46565,2,0,150.00
17828473,3/7/19,121913680,34.18402,-118.37452,16,1,136.00
17829126,3/7/19,40916299,34.17018,-118.39128,2,1,150.00
17829984,3/6/19,5830921,33.99748,-118.4794,1,1,95.00
17830022,3/6/19,9151589,34.11976,-118.21887,4,3,200.00
17830058,3/7/19,100985891,33.89968,-118.30207,1,1,22.00
17830188,3/7/19,121933439,33.76515,-118.17247,5,2,189.00
17830628,3/7/19,5038295,34.02424,-118.46329,2,1,57.00
17830654,3/7/19,39937365,34.10359,-118.33934,6,2,200.00
17831103,3/6/19,5336361,34.08971,-118.33902,3,1,81.00
17831819,3/7/19,10226454,34.09431,-118.11893,1,1,27.00
17831916,3/6/19,10375485,34.155,-118.08306,2,2,125.00
17832366,3/7/19,144855,34.13872,-118.19878,2,0,68.00
17832525,3/7/19,121937213,33.78014,-118.20083,4,1,89.00
17833123,3/7/19,19814277,34.01488,-118.43059,2,1,49.00
17833439,3/7/19,89257961,33.99052,-117.91684,4,2,120.00
17833502,3/7/19,98053010,34.02721,-118.20834,10,2,145.00
17834235,3/6/19,16597081,34.08417,-118.3121,2,0,110.00
17842647,3/6/19,56312485,34.0869,-118.36673,4,2,200.00
17842852,3/7/19,60414489,34.10621,-118.3224,3,1,100.00
17844118,3/7/19,46020824,34.16701,-118.4396,6,3,225.00
17845278,3/7/19,122076630,34.13879,-118.25757,2,1,75.00
17846105,3/7/19,16020423,33.35449,-118.33122,6,2,500.00
17847319,3/7/19,121791773,33.7804,-118.19929,3,1,99.00
17847345,3/7/19,17089811,34.10283,-118.31364,1,0,69.00
17847368,3/7/19,36069115,34.0504,-118.44166,1,1,97.00
17847380,3/7/19,72787920,33.98827,-118.47621,2,0,135.00
17847425,3/7/19,92203788,34.03494,-118.28404,2,1,79.00
17847542,3/7/19,201092,33.99776,-118.33593,2,0,120.00
17848009,3/7/19,34408011,33.86952,-118.39327,2,1,50.00
17848120,3/7/19,45155523,34.15492,-118.36073,6,2,159.00
17849217,3/7/19,31454273,33.98467,-118.42764,4,1,200.00
17849393,3/7/19,18972662,33.7769,-118.18794,4,1,141.00
17850612,3/6/19,213245,34.07259,-118.25702,2,1,120.00
17851394,3/7/19,63004018,33.95659,-118.3815,2,1,99.00
17858346,3/7/19,122212733,34.03831,-118.64331,10,4,700.00
17858441,3/7/19,108359622,33.99519,-118.31815,2,1,30.00
17860272,3/7/19,15735406,34.09507,-118.35098,3,1,149.00
17860932,3/7/19,76832804,33.76442,-118.15345,2,1,75.00
17861401,3/7/19,76832804,33.7643,-118.15279,4,1,135.00
17861527,3/7/19,551786,34.09919,-118.34427,2,1,89.00
17861837,3/7/19,551786,34.10041,-118.34482,8,2,249.00
17861840,3/7/19,122242145,33.88286,-118.37273,2,1,50.00
17863934,3/7/19,1395031,34.08269,-118.19469,2,1,105.00
17864341,3/7/19,122265349,34.18115,-118.39769,4,2,215.00
17865040,3/6/19,60645489,34.04842,-118.2244,9,4,175.00
17865137,3/7/19,122267658,34.12886,-118.07212,8,4,340.00
17865138,3/7/19,38551478,34.1082,-118.34072,6,3,399.00
17865406,3/6/19,26545175,33.9967,-118.47815,2,0,119.00
17865420,3/7/19,19708778,34.10436,-118.19923,2,1,68.00
17865740,3/6/19,122284540,34.03669,-118.69473,4,3,240.00
17866896,3/7/19,10461622,33.88565,-118.37019,4,1,135.00
17867228,3/6/19,64930885,34.067,-118.34624,6,2,235.00
17874591,3/7/19,101778535,33.97766,-117.87459,4,2,88.00
17875924,3/6/19,122384542,34.06253,-118.24498,1,0,1000.00
17876281,3/7/19,122388718,34.09362,-118.33412,4,1,99.00
17876410,3/7/19,5165677,34.07427,-118.1992,5,3,225.00
17877440,3/7/19,122400246,34.10163,-118.35141,1,1,41.00
17877895,3/6/19,25900121,33.96714,-118.45651,2,1,124.00
17878056,3/7/19,58360256,34.0263,-118.50263,2,0,107.00
17878381,3/7/19,34390419,34.13502,-118.18859,2,1,95.00
17879495,3/7/19,5181789,33.994,-118.47917,2,0,145.00
17879913,3/7/19,2012315,34.10448,-118.21087,2,0,100.00
17880196,3/7/19,22806025,34.04451,-118.32011,2,1,53.00
17880479,3/7/19,122434110,34.10417,-118.30045,2,0,119.00
17880821,3/7/19,104427090,34.02549,-118.39801,2,1,40.00
17880992,3/6/19,45023906,33.96531,-118.42819,2,1,75.00
17881318,3/6/19,41222,34.18941,-118.1665,5,0,125.00
17881941,3/7/19,28122717,33.96651,-117.89397,16,4,293.00
17885634,3/7/19,3118435,34.05564,-118.44011,4,1,119.00
17889452,3/7/19,122229627,34.1394,-118.34943,2,1,125.00
17889862,3/7/19,121628761,34.09648,-118.33625,2,1,75.00
17889997,3/6/19,27850809,33.98717,-118.46289,4,2,158.00
17890075,3/7/19,76615761,34.06238,-118.44256,5,2,209.00
17890712,3/7/19,76615761,34.06114,-118.44407,5,2,319.00
17891233,3/7/19,76615761,34.06095,-118.44261,5,2,199.00
17892168,3/7/19,121561227,34.14093,-118.11182,2,1,80.00
17892376,3/7/19,120163359,34.00051,-117.96073,2,1,25.00
17892867,3/7/19,5886918,34.08804,-118.35426,2,1,90.00
17892891,3/7/19,121391154,34.00376,-117.85172,3,1,45.00
17893023,3/7/19,62844140,34.13758,-118.66099,10,4,400.00
17893195,3/7/19,122459448,33.83714,-118.37668,1,1,75.00
17893275,3/6/19,9545915,34.07464,-117.87678,2,1,38.00
17893630,3/7/19,101754851,33.92896,-118.33356,1,1,40.00
17894017,3/7/19,121561227,34.14219,-118.11273,2,1,70.00
17894089,3/7/19,104979697,33.96759,-118.45648,7,3,400.00
17895286,3/7/19,122597869,33.99066,-117.91759,5,2,119.00
17896365,3/7/19,121561227,34.14055,-118.11199,1,1,70.00
17903233,3/7/19,122681857,34.09105,-118.27793,3,1,128.00
17903384,3/7/19,11519367,33.86888,-118.34739,2,1,50.00
17903662,3/7/19,63223066,34.22683,-118.45294,3,1,50.00
17904512,3/7/19,87969025,34.12706,-117.76328,4,2,100.00
17904661,3/7/19,98212310,34.02011,-118.31434,2,0,50.00
17904732,3/7/19,87969025,34.12494,-117.76361,8,4,285.00
17905019,3/7/19,12433164,34.06044,-118.37308,2,1,72.00
17905184,3/7/19,15636116,34.07794,-117.71536,2,1,28.00
17905249,3/7/19,122707974,34.07563,-118.37019,5,2,219.00
17905264,3/7/19,121561227,34.14062,-118.11264,2,1,80.00
17906302,3/7/19,106187798,33.77321,-118.14566,3,1,90.00
17907018,3/7/19,27447027,33.98419,-118.43737,4,0,180.00
17907301,3/6/19,62697011,34.11497,-118.27808,4,1,93.00
17907981,3/7/19,94384746,34.06703,-118.37041,2,1,110.00
17908356,3/7/19,39937365,34.10214,-118.33894,6,2,250.00
17909038,3/7/19,37424164,33.91993,-118.42105,2,1,65.00
17910013,3/6/19,13685322,34.0541,-118.26245,4,0,129.00
17910201,3/7/19,17315270,34.15377,-118.36319,7,2,149.00
17910339,3/7/19,114064030,34.05759,-117.91389,12,5,295.00
17910594,3/6/19,122772291,33.98584,-117.90087,2,1,30.00
17910766,3/7/19,122774364,34.0368,-117.74149,1,1,35.00
17910781,3/6/19,6727787,34.19331,-118.45116,2,1,96.00
17911903,3/7/19,122782636,33.95605,-118.10204,8,2,129.00
17917791,3/7/19,21226539,34.05159,-118.3809,1,1,149.00
17921374,3/7/19,41881230,34.04624,-118.45501,8,2,291.00
17922041,3/7/19,68246933,34.15396,-118.36404,6,4,300.00
17922049,3/7/19,68246933,34.15453,-118.36672,8,4,295.00
17922204,3/6/19,118451650,34.05062,-118.35197,2,0,50.00
17922600,3/7/19,47734626,34.08507,-118.36719,4,1,180.00
17922895,3/6/19,9604200,34.09457,-118.25329,2,1,64.00
17923063,3/7/19,122882104,34.10886,-118.18157,3,2,100.00
17923621,3/7/19,94090110,34.11415,-118.40164,10,5,1800.00
17923681,3/7/19,56122480,34.07482,-118.39221,2,1,188.00
17923753,3/7/19,85710402,34.02823,-118.50066,6,3,299.00
17924721,3/7/19,23499054,34.31853,-118.33021,1,0,500.00
17924982,3/7/19,94690916,33.98392,-118.33662,3,1,52.00
17925578,3/6/19,7448403,34.02232,-118.49233,2,1,118.00
17925926,3/7/19,112463864,34.18882,-118.45994,2,1,105.00
17925981,3/6/19,61171794,33.74859,-118.1239,6,3,120.00
17925997,3/7/19,25328367,34.0364,-118.46997,2,1,75.00
17926198,3/7/19,1607668,34.00224,-118.45981,1,1,120.00
17926310,3/6/19,77507539,33.95879,-118.4239,2,1,75.00
17926446,3/6/19,4939511,33.98496,-118.46936,4,1,250.00
17927065,3/6/19,84963512,34.05187,-118.26316,5,1,169.00
17928236,3/7/19,17381726,33.99385,-118.4548,6,3,349.00
17929291,3/7/19,122946252,34.04936,-118.23967,2,0,99.00
17929451,3/6/19,112176808,34.04558,-118.26178,4,1,399.00
17929701,3/7/19,94699638,33.99285,-118.46826,1,1,110.00
17929995,3/7/19,22259699,34.16849,-118.4528,4,1,165.00
17930161,3/7/19,17781259,34.14877,-118.09679,5,2,99.00
17930188,3/7/19,122957931,34.09406,-118.36484,1,1,45.00
17934638,3/7/19,88576493,34.01625,-118.34723,5,1,109.00
17937408,3/7/19,116298313,33.99898,-118.47034,2,1,225.00
17938242,3/7/19,23118355,34.0932,-118.27576,6,3,650.00
17939501,3/6/19,12391126,34.04074,-118.38463,1,1,35.00
17940714,3/7/19,2713606,34.19024,-118.1226,8,3,350.00
17941412,3/7/19,123079403,34.00883,-118.4847,2,1,120.00
17941728,3/7/19,120586588,33.95941,-118.38475,6,3,175.00
17942101,3/7/19,56636321,34.04179,-118.25224,1,1,31.00
17942214,3/7/19,99658648,34.04516,-118.45421,5,2,155.00
17942678,3/7/19,77917824,34.13068,-117.91768,2,1,106.00
17942767,3/7/19,1511369,34.10299,-118.35166,8,3,378.00
17943126,3/7/19,7408817,34.00137,-118.47867,2,1,80.00
17943194,3/7/19,102138401,34.08736,-118.31273,9,3,195.00
17943383,3/7/19,107587090,34.0843,-118.31465,1,1,27.00
17943415,3/7/19,107587090,34.08452,-118.31474,1,1,27.00
17943450,3/7/19,107587090,34.08523,-118.31281,1,1,29.00
17943468,3/7/19,107587090,34.08577,-118.3135,1,1,39.00
17943507,3/7/19,107587090,34.08429,-118.31431,1,1,35.00
17944125,3/6/19,61456413,34.17293,-118.44388,2,1,71.00
17944215,3/7/19,122598987,34.17888,-118.44474,6,1,129.00
17944309,3/7/19,67393551,33.76902,-118.15512,2,1,63.00
17944368,3/7/19,7155571,33.99913,-118.4477,2,1,90.00
17944404,3/7/19,7155571,33.99757,-118.44809,2,1,74.00
17944563,3/6/19,3096792,34.04318,-118.25277,2,1,125.00
17944743,3/7/19,59411774,34.05626,-118.25242,5,1,99.00
17945048,3/7/19,95207759,34.08749,-118.31431,12,4,395.00
17945746,3/7/19,6342901,34.03097,-118.70886,4,2,2700.00
17945840,3/7/19,21791107,34.01421,-118.47928,4,2,120.00
17946024,3/7/19,123129386,33.98917,-117.91779,4,1,100.00
17946046,3/7/19,5006764,34.06383,-118.37295,3,0,100.00
17946053,3/7/19,13816879,34.10434,-118.20321,5,2,150.00
17946227,3/7/19,45077463,34.04219,-118.34406,3,2,119.00
17946457,3/7/19,5006764,34.07623,-118.36988,8,3,358.00
17948193,3/6/19,122445421,34.19344,-118.59659,2,1,120.00
17955202,3/7/19,51146423,33.9906,-117.94918,2,1,110.00
17957270,3/6/19,123230033,34.17828,-118.61332,3,1,75.00
17958220,3/7/19,70344,34.09545,-118.33456,6,3,229.00
17958352,3/6/19,35392338,34.01287,-118.25405,3,1,58.00
17958938,3/7/19,38551478,34.107,-118.34055,5,2,299.00
17958995,3/7/19,22218291,34.09048,-118.18789,2,1,55.00
17959508,3/6/19,21940642,34.07594,-118.37332,1,1,30.00
17959810,3/7/19,123270489,33.8509,-118.26137,2,1,72.00
17960169,3/7/19,38551478,34.11153,-118.34139,8,5,1099.00
17960485,3/7/19,123286299,34.17451,-118.40666,3,1,49.00
17961134,3/7/19,123293766,34.10248,-118.34651,3,1,96.00
17961573,3/7/19,98553583,34.03133,-118.31546,7,2,150.00
17961693,3/6/19,37483231,34.05279,-118.46198,1,1,120.00
17961889,3/7/19,123306288,34.01756,-118.44175,2,1,60.00
17961936,3/7/19,23423757,33.9969,-118.41745,2,1,90.00
17961996,3/7/19,122076630,34.1398,-118.25634,1,0,60.00
17962474,3/6/19,122076630,34.13831,-118.25797,2,1,40.00
17963037,3/6/19,2588053,34.10069,-118.26815,2,1,45.00
17963855,3/6/19,14204407,33.99077,-118.4763,2,0,100.00
17964490,3/7/19,122049428,33.99005,-118.47115,4,1,104.00
17964556,3/6/19,63308269,33.95863,-118.42038,2,1,35.00
17964869,3/7/19,7512393,34.04121,-118.33855,9,3,120.00
17965284,3/7/19,108865532,34.05586,-118.43397,6,2,235.00
17965518,3/6/19,4931345,34.1086,-118.19187,6,2,175.00
17973572,3/7/19,1526671,34.08027,-118.36914,9,4,995.00
17973663,3/7/19,7512393,34.04066,-118.33888,10,3,120.00
17973824,3/7/19,7512393,34.04138,-118.33852,10,3,120.00
17975014,3/7/19,17194608,34.07329,-118.39033,4,2,179.00
17975462,3/7/19,122055416,33.75663,-118.13687,14,5,941.00
17976535,3/7/19,6960000,34.10341,-118.20205,4,0,69.00
17977820,3/7/19,51484,33.90145,-118.41807,4,2,275.00
17977958,3/6/19,84963512,34.0534,-118.2632,5,1,169.00
17978147,3/6/19,60261894,34.08896,-118.38962,2,2,190.00
17978412,3/6/19,15159298,34.05484,-118.37813,5,2,111.00
17978762,3/6/19,6755437,34.09834,-118.33551,4,1,130.00
17978999,3/7/19,123498294,34.05079,-118.44434,2,2,325.00
17979672,3/7/19,117545839,34.10243,-118.36313,4,1,148.00
17980372,3/7/19,15189713,33.99376,-118.4495,3,2,298.00
17980507,3/7/19,1681732,34.15923,-118.36812,1,1,52.00
17980688,3/6/19,5825576,33.92422,-118.4185,3,1,101.00
17980726,3/7/19,49340348,33.98823,-118.45068,3,1,80.00
17980937,3/7/19,123519134,34.13862,-118.56193,2,1,125.00
17981168,3/7/19,123521154,34.04162,-118.31555,6,2,150.00
17981388,3/7/19,52541351,34.20444,-118.57114,1,1,28.00
17982065,3/7/19,54737490,33.78249,-118.14254,6,2,55.00
17982718,3/7/19,10728953,34.16421,-118.44889,2,1,42.00
17984051,3/7/19,108865532,34.0559,-118.43284,2,0,112.00
17988688,3/7/19,21334328,34.09868,-118.36415,5,2,139.00
17990919,3/7/19,8372831,34.17408,-118.39686,10,4,368.00
17990998,3/7/19,1757749,34.04923,-118.45923,6,2,173.00
17991480,3/7/19,123611510,34.15478,-118.45091,7,4,395.00
17992881,3/7/19,123633238,34.03026,-118.23077,3,1,138.00
17993162,3/6/19,123512417,34.11607,-118.15309,5,2,95.00
17994055,3/7/19,99094106,34.10861,-118.28923,2,0,150.00
17994179,3/6/19,7685214,34.08551,-118.28743,1,0,54.00
17994750,3/6/19,77917824,34.12879,-117.91756,2,1,23.00
17994891,3/7/19,89994736,34.11074,-118.06431,10,4,180.00
17995145,3/7/19,118362850,33.8526,-118.25912,4,2,100.00
17995243,3/7/19,13899957,33.98833,-117.82823,3,1,21.00
17995394,3/7/19,6690089,34.18421,-118.46987,2,1,55.00
17995500,3/7/19,118534082,33.77151,-118.19766,2,1,100.00
17995512,3/7/19,118599746,34.0859,-118.32516,2,1,110.00
17995579,3/7/19,118599746,34.085,-118.32246,2,1,110.00
17995609,3/7/19,118599746,34.08557,-118.32361,2,1,105.00
17995663,3/7/19,122750420,34.0058,-117.87006,4,2,28.00
17996380,3/7/19,47156641,34.03043,-118.4182,2,1,88.00
17996526,3/7/19,53952884,34.08163,-118.20674,6,3,300.00
17996884,3/7/19,38551478,34.11171,-118.34043,4,2,399.00
17997198,3/7/19,31719165,34.1276,-118.32064,2,1,80.00
17997216,3/7/19,38551478,34.10972,-118.34127,4,2,399.00
17997950,3/7/19,17455422,34.07544,-118.29477,2,1,100.00
18002434,3/6/19,71893493,34.08452,-118.17351,2,1,45.00
18002948,3/7/19,24860697,34.10375,-118.22301,2,1,65.00
18003615,3/7/19,10932730,33.85003,-118.38903,4,1,250.00
18003881,3/6/19,26660499,34.11609,-118.57987,1,0,50.00
18004419,3/7/19,94034299,34.08682,-118.25333,4,1,45.00
18005401,3/7/19,123762960,33.99463,-118.44156,4,1,150.00
18005840,3/6/19,56636321,34.04153,-118.25388,1,1,31.00
18005901,3/7/19,7270364,34.12157,-118.05416,1,1,42.00
18005909,3/6/19,56636321,34.04355,-118.25173,1,1,31.00
18005985,3/7/19,56636321,34.04203,-118.25195,1,1,31.00
18006063,3/7/19,56636321,34.04306,-118.25346,1,1,31.00
18006141,3/6/19,56636321,34.0416,-118.25388,1,1,31.00
18006215,3/6/19,56636321,34.04173,-118.25392,1,1,31.00
18006309,3/7/19,56636321,34.04214,-118.25235,2,1,31.00
18007304,3/7/19,73425591,34.10918,-118.33394,2,0,78.00
18007404,3/7/19,120415707,34.04137,-118.36319,5,2,149.00
18007965,3/7/19,20870710,33.76145,-118.14583,4,0,110.00
18008313,3/7/19,26425443,34.01894,-117.81251,2,1,55.00
18008382,3/7/19,55178318,33.87137,-118.344,2,1,45.00
18008644,3/7/19,10728953,34.16367,-118.44928,2,1,44.00
18008699,3/6/19,13446135,34.18559,-118.42017,2,0,85.00
18008739,3/7/19,4703394,33.98393,-118.47115,2,1,75.00
18008799,3/7/19,10728953,34.1636,-118.44955,2,1,40.00
18008926,3/7/19,123801378,34.00089,-117.9591,2,1,32.00
18009035,3/7/19,48281685,34.02377,-118.41768,2,1,99.00
18009055,3/7/19,122946252,34.05028,-118.24027,2,0,99.00
18009409,3/7/19,122946252,34.05028,-118.23951,2,0,105.00
18009661,3/7/19,123810176,34.08824,-118.33072,2,1,85.00
18009748,3/7/19,122434110,34.09595,-118.3257,3,0,99.00
18009862,3/6/19,7271567,34.08247,-118.37792,4,2,200.00
18010065,3/7/19,33870211,33.95632,-118.41565,4,2,135.00
18010282,3/7/19,25011689,34.04209,-118.37826,2,1,55.00
18010414,3/6/19,51753771,34.12793,-118.0637,6,3,298.00
